name,factory,tvl,fee,contract,token_1,token_2
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0,0.003,0x1970b355cbb34f716774858ce254748120d37861,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xb5540734fe318b5c55c04ee3cd0cd0ea873755b3
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0.246322,0.003,0xbc51757f09cba3e2cfb6b5ad5a217a7ebab72e1d,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x8d9649e50a0d1da8e939f800fb926cde8f18b47d
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0,0.003,0xfdf2c8300592b1398615376f75e6458662850302,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xa02bf208af37adcd1909697d13928e661dc89023
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0,0.003,0xe501f00cd632e81024bde0116c70822785edeae3,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x1d3e74f1f8d35bbf6f9b0252132e07924efb691b
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0,0.003,0xab588496b6447d5fbae4eb441b73a8e8cc7948c4,0x0000a745bc1af0b0001bf69bfecd8bdb9ec8c5f6,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0,0.003,0xb4fe6cc82169c8d439605ae304c21c7d56ad86a4,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x4f91f2f78821dc593b4dbe955f8a883c9c88033a
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0,0.003,0x6d869d42caa0b7946e9b54d29f86d55daac16b23,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xa0073f4e3f23dbb8dc0fac82bbc5f1910c22c7cf
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0,0.003,0x1763dcb0bca44d3e1f5a44f6ea3b37ca47ad393c,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xf7be8e788fa8e5a9f97390ba7a5306a5f94063df
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,2.553549623952993723,0.003,0x8dd1db6fc569ce63d6f6e09670fde0225b8ed514,0x6f3cc27e17a0f2e52d8e7693ff0d892cea1854bf,0xdda40cdfe4a0090f42ff49f264a831402adb801a
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0.000048,0.003,0x172b64910dd3f485933030645cf8cfdda3a2b184,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xa863246658dea34111c3c1dcedb2cfd5d6067334
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0.000050784794408606,0.003,0x5dec1c5f4116cc20c17c171b497a5abc26995880,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x82362ec182db3cf7829014bc61e9be8a2e82868a
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,100,0.003,0x17c2e3bb00f17a1e2e26e36e37bfe5fd5f8d48de,0x178bd4db2dfbec9948f029a176e45ed55a641bd1,0xc2132d05d31c914a87c6611c10748aeb04b58e8f
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,1.764560301049889809,0.003,0x76a5d8555b010100847e09e0fea3d530e985b75c,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xe1324e5fbbfbead2dd07025a3acdc46bf423e437
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0,0.003,0xb7ff660931ca197e859a5e368808bacfd2524421,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xa2b06a028dfcc05497a9e3f6a7be7c804731cc89
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0.001184261768103575,0.003,0x232dc80e8e6bb8df19712268743874943191ff36,0x6f8a06447ff6fcf75d803135a7de15ce88c1d4ec,0xc3ec80343d2bae2f8e680fdadde7c17e71e114ea
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0.000003805251931314,0.003,0x0492d1a798143847ad806b583f7ed29a07ec8bad,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x9c220722808d07c010e51c0b3a82c05b9053fcdc
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0.006856842166366667,0.003,0xfedd66b7e5e15688bf3b71a574e9f3b9570fac41,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x665d70554b20265156e9610d5655419d2d2955d9
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,36.393459427160559897,0.003,0xc6f8aa9aacf3af8e4a3988ea109968bec06a4b9b,0x15066c7be9a8749e3a1779f22597499d58c7c0fe,0xb33eaad8d922b1083446dc23f610c2567fb5180f
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0.000512425134939761,0.003,0x70c7c9887df32ecea19786fb56f59c565cf6f36d,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xd1014468b90a1c67698da8d43fbd030f6ee26f7e
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0.000225816005563513,0.003,0x94b0a8ac79d74484e672d4f4e09feeee8e62f50f,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xda62d0abe72456bd45b68207ae7cf2ea908f6561
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0.000687167109075598,0.003,0x8e64c009b7527fea126c0047b732c31a2e0df253,0x50207d05adb6dab52fcd7956f37aea3223d3877d,0xb5c064f955d8e7f38fe0460c556a72987494ee17
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0,0.003,0x82f0655072926c0690bbbd6eddbd810271d60d4d,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x9302a264dc29f162e0c57d8ce62f71e69fb87ecd
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0,0.003,0xdb77f9c90a9bb8807073f20fb858f83970757025,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xc5871463b067f74057d0399333ab21dddd021411
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0.002836039784783456,0.003,0x0f0cb0820dc3302d6201a3fb460084c2a7a5f472,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x6699adb98ea95db3a8a21aa63b0026dfc581af1c
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0,0.003,0x1cf16bc8b75d8079cf56bacc970d750efffe366e,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x8d1cb4d295566d73bf9d76be68a1d8900d4282c6
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0,0.003,0x6d010fc05a67935c64c8d72967075eebdd4cc769,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x7a294f4aadf741f8748821867a259c0c68c9b52d
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0,0.003,0x3b5aefde6f331817cd8158d80525201147ed8126,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x834cbba4df2721606162c3bd8aa6c276d324db28
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0,0.003,0x8e62d2bea4f7c38a960380e5034ac06ae558a1e0,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x1884eddd36c9b6edc1c3b8171af30427c9efe87e
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0,0.003,0x319c5e0124fc0835de5e3d5e17f8f60ca0a138d7,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xd8676f86c6b5348df98b3938cd9aea5988255ae0
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0,0.003,0x8351e649d5cbbfcb4f538d47bc5faeb47221c620,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x646102aa184e477c6e17047fa41edfcd025babc1
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0,0.003,0x57091399e628dce5ca697cacac999aa6841b2cfb,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xac43f2f14e3ad0abf07edf2186bc98fc08e7e98a
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0,0.003,0x6431b63cde7fe59348224718ab720592bdcd312e,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xc88d89f7436f85d607bbb30694b349bddfa2bd27
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0,0.003,0x0939e66c29d1050186572c2859ec9337280620be,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x62094569f7f38502aa21401befe92c5cf7250e30
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0.008676,0.003,0x1a30afad8d188d2e7bd1d65e68605e2edd426aa6,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x5bf7bf2a9c174f2b07f0d6c967e36af744a5a621
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0.004104163817426944,0.003,0xaa9c213e9f01283251c5991305dc8e18e0919dcb,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x1cbad0365c4560c7dea726f832c6c888982245a4
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,7.887059006508493655,0.003,0xc99b0f0331c2f7a4a3267aa590dd6e273b68e282,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x1a7973664424afa3974fad643ddc87c738d11dbd
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0.003214,0.003,0x438efa5bebe3b0bfcb111add0c2d9564dfb7039c,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,0xdc9d997edcb1ca78d5ee324a2a9f734d359c399c
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0.000005805151266917,0.003,0xec3c7c0f9b5abcbd38bc3667e50e2081d4d7a0c5,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xbe09b6459a04dfab8b6b35f2c2201e5a544035f0
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0,0.003,0x54cb44e1beb0b3219d0f2960bc0e0d62b2538415,0xbe09b6459a04dfab8b6b35f2c2201e5a544035f0,0xe5998c974d79b8dff2ed96327b0b3701fb4a9e55
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0,0.003,0xbe81af0cb14c6da03f4e2f95a477d675d0a6ae22,0x4283b022cbbcb89027ff347f017789a29e0f7c01,0xbe09b6459a04dfab8b6b35f2c2201e5a544035f0
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0,0.003,0xa3599f40f9babb31b2b37ddf1ef46e1863c968af,0x583cf37fdef088ff75f5aef794c2354b39abc16e,0xe4fdcd41a6c29141a75721350ef2af0f67ffd5bf
