name,factory,tvl,fee,contract,token_1,token_2
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,442.839141830762217905,0.003,0x0cf09e78ce45af850c6436ce2f1ccdc19321bda1,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xaecebfcf604ad245eaf0d5bd68459c3a7a6399c2
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,442.757026999951018325,0.003,0x1a1f1fa70f018b18a28fa0d00c253232e44fde65,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xeef48a53e787550d49b1a156967ca2f1c5e073cf
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0.005001,0.003,0xc2775531d85e8ebe79dd7f63c532958de3d464f5,0x10751354c6a6cb501878157550a85033bef821c7,0x2791bca1f2de4661ed88a30c99a7a9449aa84174
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0.000787414671312038,0.003,0xd7e9021fd504424712231e88aaf332f183bfeb62,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x10751354c6a6cb501878157550a85033bef821c7
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,442.770120038069721409,0.003,0x5f8f5bb509ef99dd70336a5b3e926d5aa0f182dd,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x4a6046c78700f0c6744f68aefe40afcf0bb2a1a7
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,443.191130693856847584,0.003,0xcddf4881f4b2272fcddf023856069339f392698e,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x2993340b0414738098a86a99e28ecff987cbb16d
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,442.783075232715901603,0.003,0x9fb66b5f12d600bb3a2603c7e2756791250f457b,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x4a6046c78700f0c6744f68aefe40afcf0bb2a1a7
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0.000899205061880799,0.003,0x4e98f3042b143dc1f1d127d82223fa0ce55ac46d,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x14975a0ba9c1127a82091c19a5ea34050108485c
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,442.785884291845298077,0.003,0x8363652d7154598d8bada2328a4d5383f3125789,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x91268325d2e860a804a8bc1b43d92ce733eaaa22
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0.001950436266894898,0.003,0xf5695ba04de92d6eae0a7f7b2530a98240608a0a,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xa63e888134115a4e2e7712745d1ae4c3c6058a2a
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0.238942569111368329,0.003,0xb1bfecf1a80fe4ac1158b2acdb6661c9ddd55085,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x5caa53e10207252ff4b0deea8124dd543608a9a8
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,10.345057952179070958,0.003,0x66a5b35a6372831517a7c1e0065597d66526c96e,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x689eb247f2957c308837de2f9cd50f46c0c33b25
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0,0.003,0x39c0c2bb2a6f82cddf4438141b19ab40a9b2e1af,0xaf5ebd19c150607a8a21432a1ccf1574c89a5513,0xcb658246291ad8252318d474f31148621f083cb1
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0,0.003,0x719d9316ccd0ba2f7aecf8e8c6f66058ca342192,0xaf5ebd19c150607a8a21432a1ccf1574c89a5513,0xe24efdf6ba61adc3e5e6c7e6b03096c4fb9ddc24
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0,0.003,0xb6421e4ad368c0c260efbd4ec435099b2cce8e13,0xaf5ebd19c150607a8a21432a1ccf1574c89a5513,0xc58fb728ff2f8ec05b1dfacb72a6146c2e83635c
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0.000006592106564226,0.003,0xa9613ab2c22e2ca772d09d9397375363c559e4eb,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xd3cbe5cab0a0f8d728bc5b5ae7fefa73a9d998c4
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0.000006786828241919,0.003,0x249903351043883a405a8794083c28357746f81d,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x863e663ed7bb9a642f1a024351d0f44e844831e1
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,442.753721554822500009,0.003,0x18891e450f31f7e6ba9cc22a9f0631235355d2be,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x9f46cbb6eb2450c21444ea653c8f66adbad1733a
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0,0.003,0xf08103faa67d1dbe6daec529ce19c75fc802a678,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xed37e548cb0d17ffffd8f98e7a9e44cf05a8a367
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0.000006592106792357,0.003,0x27bfd117bf3471e4250a0f281774304b020012ae,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x39d490852af79dca976e5cf288a529692a4c9810
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,442.792195211273106197,0.003,0x81dcad262da9717628bd6e870e21189224935617,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x20d5730d4216c542883ed785747b211a9a0b3612
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,442.753728515636178789,0.003,0x7a173cad6d175f93c7ea56975656b6686ccca614,0x06bb1556f1dedb5efbe7a51b5e534a4486fd0d67,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0.000006592106258962,0.003,0xeb9cb2729f63443108d38587de5f6cf1fb26afc4,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x2c12ef5a036cc8ef543d777dc1c57551e598d554
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,442.753731748077199261,0.003,0x3dab1a61c445b6526a8488fc4780488280d87679,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xfd796968ab3fc39c6f93e521e40c5fb34de513b0
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0.000006592106259368,0.003,0x267fcc04abb49bb7199a588d1cacd349fa801303,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xe262be7bafc8e8390010b1e572e0d7becf9fde40
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0,0.003,0x066a90308f13fceaf273abdc169ee003d3729cfc,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x8b2a27ebd83d326b4e4d8ec49345b5260df41f26
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0,0.003,0x206004645d6cbff53a66c9bd5e44ef0111e19786,0x0000000000000000000000000000000000001010,0x8b2a27ebd83d326b4e4d8ec49345b5260df41f26
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0,0.003,0x94fa3acd7c466107e41b7d64a451bd3cc055cac5,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xf6ff3d2924484d339a1a8108d11ff9821dac3854
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0,0.003,0xf01ff19aa8a2fc189a9e28f1e60fb94abfb66861,0x0000000000000000000000000000000000001010,0xf6ff3d2924484d339a1a8108d11ff9821dac3854
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0.011947597599958013,0.003,0x25817876b3426e1c454eb0be3d4d7e8c0268dec7,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xbb83cd88e1b1dfe9d38ffeea7c915c19cea85087
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0.000106965441179374,0.003,0x56c72a070d7a4f5de2c4f61aaa81333972e5495b,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xc5418e857e941f6fd806f6a315423e92a8e8fa4d
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0,0.003,0xb8afd019dde935262a9a29a286ff2e41bda072b8,0x14f2ce05262dc0d747b3454e15d13b4b4f4a7455,0x4519e669789d33897c56097df2e2bfa7942dd0c8
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,442.834546503962408892,0.003,0xa18a093d0c71718099e4872634d8c48b4a523449,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x0e6d04f74843214c7e00bac8e7697c1a45574ee0
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,0.000006592146235216,0.003,0xa3a7f2dfd6cfae31a5165406574fe7c452265b84,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x54e32b7dce3b281bd25bb64d1b4f16f7229fb303
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,442.753801746528382999,0.003,0x64908530ff233e79d5067bc87fe1296ad3b0543a,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x3d40560b6c301a640f29c4ffe58592b62f7428d5
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,442.756800144433121933,0.003,0x67f635c4170acd2c52e11e9dd0612441b41aaad0,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x3d40560b6c301a640f29c4ffe58592b62f7428d5
quickswap,0x5757371414417b8c6caad45baef941abc7d3ab32,443.11739538280904112,0.003,0x8fe8869369cc59bc6c1552e860f904b33d6ea19a,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xc1642422d9ea78aa064d72a1dc6536e2c41748a2
